episode_overall,season,episode,title,aired_date,year,tmdb_rating,tmdb_vote_count,synopsis,directed_by,written_by,us_viewers_millions,runtime,tmdb_id,imdb_title,imdb_aired_date,imdb_synopsis,imdb_rating,imdb_vote_count,thumbnail_url,imdb_episode_url,is_holiday,guest_actors,guest_characters
234,12,18,Clear and Present Ginger,2022-04-24,2022,6.8,4,Linda has a big day planned when her friend comes to visit; Bob and the kids help Nat with her limo competition.,Chris Song,Lizzie Molyneux-Logelin & Wendy Molyneux,0.89,23,3645192,Clear and Present Ginger,"Sun, Apr 24, 2022",Linda plans a big day for her friend Ginger's visit; Bob and the kids help Nat with a limo competition.,7.1,555,"https://m.media-amazon.com/images/M/MV5BMDhmMTUzNjQtZTRiYi00MjkzLTk2YWQtMjRmODY0ODExOGNkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt19268050/?ref_=ttep_ep_18,FALSE,NA,NA
235,12,19,A-Sprout A Boy,2022-05-01,2022,7,4,"When Gene becomes obsessed with an old handheld game, Bob offers to help with a school project, in hopes of steering his son towards more ""interesting"" pursuits. Meanwhile, Louise and Tina take over a grocery store kiddie ride.",Matthew Long,Holly Schlesinger,1.02,23,3657448,A-Sprout a Boy,"Sun, May 1, 2022","Gene becomes obsessed with an old handheld game, so Bob offers to help him with a school project in the hope of steering him towards more interesting pursuits; Louise and Tina take over a grocery store kiddie ride.",6.9,549,"https://m.media-amazon.com/images/M/MV5BYWVhNGQ5ODAtYjE4OS00YTA5LWEyMTUtNmZkOWI4YjRmYzY0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt19268154/?ref_=ttep_ep_19,FALSE,NA,NA
236,12,20,Sauce Side Story,2022-05-08,2022,6.8,5,"When Louise, Gene and Tina try to track down a lost family recipe for a Mother's Day gift for Linda, first they have to navigate an old family feud.",Simon Chong & Tom Riggin,Steven Davis,0.92,23,3680026,Sauce Side Story,"Sun, May 8, 2022","Louise, Gene and Tina must navigate an old family feud when they attempt to find a lost family recipe for a Mother's Day gift for Linda.",7.4,558,"https://m.media-amazon.com/images/M/MV5BMjc0MzdhMDktMGQzMS00YmY2LWFlMDAtMzI4MzA2YWIwMDVmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt19268168/?ref_=ttep_ep_20,TRUE,Susie Essman,Lorraine
237,12,21,Some Like It Bot: Eighth Grade Runner (1),2022-05-15,2022,8.5,4,"When Tina's new shirt is ridiculed by Tammy and Jocelyn in a Wagstaff News segment called ""Wow or Weird,"" she turns to her erotic friend-fiction and writes about a futuristic world in which she is a robot.",Simon Chong,Loren Bouchard & Nora Smith,1.01,23,3680027,Some Like It Bot Part 1: Eighth Grade Runner,"Sun, May 15, 2022","After Tammy and Jocelyn ridicule her new shirt, Tina turns to her erotic friend-fiction and writes about a futuristic world where she's a robot.",8.2,760,"https://m.media-amazon.com/images/M/MV5BYzNmODYyMDctNmMwYy00NzYwLTkxYzgtZDdiNWYyNTA0YTdhXkEyXkFqcGc@._V1_QL75_UX500_CR0,109,500,281_.jpg",https://www.imdb.com/title/tt19268192/?ref_=ttep_ep_21,FALSE,Jinhee Joung,Passerby 2
238,12,22,Some Like It Bot: Judge-bot Day (2),2022-05-22,2022,8,6,"Tina is on a mission that could get her into a lot of trouble. Then, her family reads her erotic friend fiction, finds out what Tina is up to and tries to stop her.",Ryan Mattos,Loren Bouchard & Nora Smith,0.93,23,3680028,Some Like It Bot Part 2: Judge-bot Day,"Sun, May 22, 2022",Tina embarks on a mission that could get her into trouble and the family tries to stop her when they read her erotic friend fiction.,7.7,644,"https://m.media-amazon.com/images/M/MV5BMzgwMzdjNGMtOTAyMC00OWYyLThhNzAtZGRmNTgzYWQ5YmYzXkEyXkFqcGc@._V1_QL75_UX500_CR0,109,500,281_.jpg",https://www.imdb.com/title/tt19268216/?ref_=ttep_ep_22,FALSE,Hannah Parikh,Computer Voice
239,13,1,"To Bob, or Not to Bob",2022-09-25,2022,7.3,6,"Bob, Linda and the kids help Mr. Fischoeder put on a play to get his brother Felix to confess to a theft. Meanwhile, Louise is jealous of Tina's hands.",Chris Song,Lizzie Molyneux-Logelin & Wendy Molyneux,1.67,22,3776327,"To Bob, or Not to Bob","Sun, Sep 25, 2022",The Belchers help Mr. Fischoeder put on a play in an attempt to make his brother Felix admit committing a theft; Louise is jealous of Tina's hands.,7.2,663,"https://m.media-amazon.com/images/M/MV5BOGUyYWJiMzctMWQ4My00ZDE3LTlhZGUtN2I0MzhjYWIwZjIzXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt13154524/?ref_=ttep_ep_1,FALSE,Adam Godley,Ghost
240,13,2,The Reeky Lake Show,2022-10-02,2022,8,4,"The family's Labor Day lake trip takes a turn when the Belchers find themselves trapped in their cabin, hiding from what lurks outside.",Matthew Long,Rich Rinaldi,1.06,22,3960977,The Reeky Lake Show,"Sun, Oct 2, 2022",The Belchers' Labor Day lake trip goes south when they end up trapped in their cabin hiding from what lurks outside.,7.5,685,"https://m.media-amazon.com/images/M/MV5BM2JlNzAwYTktMWYyZC00MWMxLWFkZWMtMzNmZWM5OTZmYzMxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt22037754/?ref_=ttep_ep_2,TRUE,NA,NA
241,13,3,What About Job?,2022-10-09,2022,7.5,4,"A school assignment about careers sends Louise spiraling, trying to imagine what her future might hold.",Tom Riggin,Lizzie Molyneux-Logelin & Wendy Molyneux,1.68,22,3960981,What About Job?,"Sun, Oct 9, 2022",Louise imagines what her future may hold when a school assignment about careers sends her spiraling.,7.4,649,"https://m.media-amazon.com/images/M/MV5BODI1OTk2NjMtNWM4Zi00OWIyLTk2ZTAtMTY1NjA5NWJiZDhjXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt22053394/?ref_=ttep_ep_3,FALSE,NA,NA
242,13,4,Comet-y of Errors,2022-10-16,2022,7.5,4,"At a comet watch party, Bob tries to keep Teddy from going off the deep end, looking for signs from the universe. Meanwhile, the kids try to make their comet wishes come true.",Brian Loschiavo,Dan Fybel,0.92,22,3985162,Comet-y of Errors,"Sun, Oct 16, 2022","At a comet watch party, Teddy searches for signs from the universe and Bob tries to keep him from going off the deep end, while the Belcher kids try to make their comet wishes come true.",7.5,629,"https://m.media-amazon.com/images/M/MV5BYmQ2YzQxMWEtYTExOC00ZDczLWFiNjQtMmNkNWM5NmM3ZTkyXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt22246546/?ref_=ttep_ep_4,FALSE,NA,NA
243,13,5,So You Stink You Can Dance,2022-10-23,2022,7.2,5,Tina cheers Jimmy Junior on at a semi-prestigious dancing seminar while Bob and Linda compete to see who can catch the most homerun balls outside of Wonder Wharf Stadium.,Ryan Mattos,Jon Schroeder,1.49,22,3997521,So You Stink You Can Dance,"Sun, Oct 23, 2022","Tina cheers for Jimmy Junior at a semi-prestigious dancing seminar, while Bob and Linda have a bet to see which of them can catch the most home run balls outside Wonder Wharf Stadium.",6.9,613,"https://m.media-amazon.com/images/M/MV5BMzEyMjBjYTktOGZkMi00OTRhLWFhNmEtZTBjOTkzMDkzMDgxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt22464980/?ref_=ttep_ep_5,FALSE,NA,NA
244,13,6,Apple Gore-chard! (But Not Gory),2022-10-30,2022,7.2,6,"Louise suspects there's something sinister afoot during a Halloween field trip to an apple orchard. Meanwhile, Tina and Gene hope to win the school costume parade.",Chris Song,Scott Jacobson,1.66,22,3997522,Apple Gore-chard! (But Not Gory),"Sun, Oct 30, 2022","Louise suspects foul play on a Halloween field trip to an apple orchard, while Tina and Gene hope to win the school costume parade.",7.2,657,"https://m.media-amazon.com/images/M/MV5BMTQzNDE4N2QtMWYxMy00NzA2LTkyOWYtMmNhOTIxYWVhOTFmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt22505414/?ref_=ttep_ep_6,TRUE,NA,NA
245,13,7,Ready Player Gene,2022-11-13,2022,6.5,6,"A VR arcade opens next door and Gene spends all his money. Meanwhile, Louise and Tina try to build a menu tower taller than they ever have before.",Matthew Long,Jameel Saleem,1.65,22,4022687,Ready Player Gene,"Sun, Nov 13, 2022","Gene spends all his money at a VR arcade that opens next door to the restaurant, while Tina and Louise try to build their tallest menu tower ever.",6.8,644,"https://m.media-amazon.com/images/M/MV5BYjU2NTVjODctMzhjMC00ZTlmLThmYTgtZDdhZDI1YTAxMTY0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt22689224/?ref_=ttep_ep_7,FALSE,NA,NA
246,13,8,Putts-giving,2022-11-20,2022,6.8,6,The Belchers go to a mini golf course on Thanksgiving morning.,Tom Riggin,Katie Crown,1.09,22,4033081,Putts-giving,"Sun, Nov 20, 2022",The Belchers go to a mini-golf course on Thanksgiving.,7.1,637,"https://m.media-amazon.com/images/M/MV5BNzM2MjM5MjktNWViYy00N2MzLTg1YWUtMjk4MDg3OGU1MjYyXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt23055074/?ref_=ttep_ep_8,TRUE,NA,NA
247,13,9,Show Mama from the Grave,2022-11-27,2022,7.7,7,"Bob takes Linda and the kids to visit his mother's grave, but finding the headstone is harder than he expected. Meanwhile, Teddy makes a grave mistake while doing repairs in the Belcher's house.",Brian Loschiavo,Holly Schlesinger,1.22,22,4054318,Show Mama from the Grave,"Sun, Nov 27, 2022","Bob takes Linda and the kids to his mother's grave, but finding the headstone is harder than he thought; Teddy makes a fatal mistake while doing repairs on the Belcher home.",8.3,858,"https://m.media-amazon.com/images/M/MV5BZmE1YTk3NmQtYzhhYS00NzcyLTg2YzEtZDljZDQyY2EzOTRiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt23649562/?ref_=ttep_ep_9,FALSE,NA,NA
248,13,10,The Plight Before Christmas,2022-12-11,2022,8.5,10,Bob and Linda try to attend all three kids' holiday performances at the same time.,Chris Song,Teleplay by : Loren BouchardStory by : Kelvin Yu,1.46,22,4057782,The Plight Before Christmas,"Sun, Dec 11, 2022",Bob and Linda try to attend all the kids' holiday performances at the same time.,9.6,3300,"https://m.media-amazon.com/images/M/MV5BNGRkOTk3NjktNzBmZi00M2I0LWEwNTMtNmM4NmM5MjM5NzVjXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt23708680/?ref_=ttep_ep_10,TRUE,John Grady; Hrishikesh Hirway; Saeed Jones; H.E.R.,Guy with Headlamp; Rishi; Librarian; Aliah
249,13,11,Cheaty Cheaty Bang Bang,2023-01-08,2023,7.3,7,"After a student accuses her of cheating on a test, Tina needs to get back to school to clear her name, but a snowstorm traps her and her family at home.",Ryan Mattos,Steven Davis,1.35,22,4090735,Cheaty Cheaty Bang Bang,"Sun, Jan 8, 2023","Tina attempts to clear her name when a student accuses her of cheating on a test, but a snowstorm traps the Belchers in their home.",7.4,601,"https://m.media-amazon.com/images/M/MV5BOGI2ZTNmZjYtNTU2My00MzU0LThjYzUtMWE2N2Q4NmYwZDlmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt24176418/?ref_=ttep_ep_11,FALSE,Tim Baltz,Billy
250,13,12,Oh Row You Didn't,2023-02-19,2023,7.2,6,A man trying to row from New Zealand to Nova Scotia visits the restaurant to have a burger and it changes everything.,Matthew Long,Rich Rinaldi,1.01,22,4121321,Oh Row You Didn't,"Sun, Feb 19, 2023",Everything changes when a man rowing from New Zealand to Nova Scotia visits the restaurant for a burger.,7.2,573,"https://m.media-amazon.com/images/M/MV5BYjE1ZjhiN2MtOTJiMC00ZWQxLWE1ZWQtNDY0NzNmYmVjZjg4XkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt25828582/?ref_=ttep_ep_12,FALSE,NA,NA
251,13,13,Stop! Or My Mom Will Sleuth!,2023-02-26,2023,7,6,"When Louise is accused of a theft at school, Linda uses her position as school office volunteer to try and solve the case from the inside.",Tom Riggin,Dan Fybel,0.87,22,4121322,Stop! Or My Mom Will Sleuth!,"Sun, Feb 26, 2023","Louise is accused of a theft at school, so Linda uses her position as school office volunteer to solve the case.",7.4,563,"https://m.media-amazon.com/images/M/MV5BYzYwYzdhODctM2FjNS00YjAyLWExMjMtZjBjNzI4YTBmN2M4XkEyXkFqcGc@._V1_QL75_UY281_CR5,0,500,281_.jpg",https://www.imdb.com/title/tt26591158/?ref_=ttep_ep_13,FALSE,NA,NA
252,13,14,These Boots Are Made for Stalking,2023-03-05,2023,7.3,6,"When the coolest teens she's ever seen start coming into the restaurant, Tina decides she needs to be just like them. Meanwhile, Gene and Louise get into a battle of wills over stinky socks.",Brian Loschiavo,Lindsey Stoddart,0.78,22,4225932,These Boots Are Made for Stalking,"Sun, Mar 5, 2023",Tina decides to be like the coolest teens she's ever seen come into the restaurant; Gene and Louise get into a battle of wills over stinky socks.,7.6,650,"https://m.media-amazon.com/images/M/MV5BODA1MmJlMGEtNDc4YS00MzdkLTgzMTAtYTIyM2U3MzBmMTdiXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,500,281_.jpg",https://www.imdb.com/title/tt26672092/?ref_=ttep_ep_14,FALSE,Jack Haven; Xosha Roquemore; Jaboukie Young-White,Nose Ring Teen; Crazy Nails Teen; Blue Haired Teen
253,13,15,The Show (And Tell) Must Go On,2023-03-12,2023,7,7,"Louise brings Tina along on a mission to find the perfect item for her last-ever Show and Tell. Meanwhile, Teddy goes overboard trying to impress a date at the restaurant.",Ryan Mattos,Jon Schroeder,0.84,22,4262563,The Show (And Tell) Must Go On,"Sun, Mar 12, 2023",Louise brings Tina on her mission to find the perfect item for her last Show and Tell ever; Teddy goes overboard trying to impress his date at the restaurant.,7.3,569,"https://m.media-amazon.com/images/M/MV5BMWUxZjVlMTctYjE3NC00ZjczLTgwOTYtY2U0NWQ4YzVkMzE3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt26862538/?ref_=ttep_ep_15,FALSE,NA,NA
254,13,16,What a (April) Fool Believes,2023-03-19,2023,7.9,7,"Mr. Fischoeder challenges Bob to successfully prank him on April Fool's Day, or lose his lease.",Matthew Long,Greg Thompson,0.75,22,4273734,What a (April) Fool Believes,"Sun, Mar 19, 2023",Bob risks his lease to successfully prank Mr. Fischoeder on April Fool's Day.,8.1,639,"https://m.media-amazon.com/images/M/MV5BYTdkOTU5ZjYtY2VjNy00OWExLWEzZjEtNjVmYzY0YzViM2Q2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt27003615/?ref_=ttep_ep_16,FALSE,NA,NA
255,13,17,Crows Encounters of the Bird Kind,2023-03-19,2023,6.9,7,"Tina drags Bob along on a desperate quest to earn her bird-watching badge for ThunderGirls. Meanwhile, Louise and Gene try to keep their new restaurant game a secret from Linda.",Chris Song,Scott Jacobson,0.81,22,4273736,Crows Encounters of the Bird Kind,"Sun, Mar 19, 2023",Tina brings Bob on her quest to earn her ThunderGirls bird-watching badge; Louise and Gene try to keep their new restaurant game a secret from Linda.,7.3,551,"https://m.media-amazon.com/images/M/MV5BNGY2ZWM1OWUtZGY0NC00OTFmLWE5NzQtZmI1NzNlZDIxOGIwXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt27003633/?ref_=ttep_ep_17,FALSE,NA,NA
256,13,18,Gift Card or Buy Trying,2023-04-16,2023,7.1,7,"When a customer leaves a $100 gift card as a tip, Bob, Linda and the kids go on a $20-each shopping spree, and Gene has an awkward run-in with a former friend.",Tom Riggin,Jameel Saleem,0.67,22,4306823,Gift Card or Buy Trying,"Sun, Apr 16, 2023",The Belchers go on a $20-each shopping spree when a customer leaves a $100 gift card as a tip and Gene has an awkward meeting with an old friend.,7.2,560,"https://m.media-amazon.com/images/M/MV5BNDFkY2Y0MmUtZWYyOS00MGY5LWI0NjAtNTAzNDc3ZjQyMjcwXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt27263244/?ref_=ttep_ep_18,FALSE,Brandon Fobbs; Tim Gunn,Attendant 2; Sewing Machine
257,13,19,Crab-solutely Fabulous,2023-04-23,2023,6.5,8,"The kids become a part of a crustacean-themed wrestling show. Meanwhile, Linda tries to form a 21-day habit.",Brian Loschiavo,Katie Crown,0.8,22,4341349,Crab-solutely Fabulous,"Sun, Apr 23, 2023",The Belcher kids join a crustacean-themed wrestling show; Linda tries to form a 21-day habit.,6.7,593,"https://m.media-amazon.com/images/M/MV5BMjU1N2U2ODgtZjVhNy00MTkzLTk4M2ItZGJlOGE2OTM4Y2QxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt27422384/?ref_=ttep_ep_19,FALSE,Jane Lynch,Carol
258,13,20,Radio No You Didn't,2023-04-30,2023,6.8,6,"Bob tells Linda and the kids the story behind an old, broken radio that used to belong to his grandmother Alice and the part it played in her discovery that a German spy lived in her building.",Ryan Mattos,Holly Schlesinger,0.82,22,4343375,Radio No You Didn't,"Sun, Apr 30, 2023","Bob tells Linda and the kids the story of how an old, broken radio that belonged to his grandmother Alice helped her discover that a German spy lived in her building.",7.9,723,"https://m.media-amazon.com/images/M/MV5BNDI4ZjA4ZWMtOTcyNS00MjgxLThkMjQtOTAwZDllOWYzOGM5XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt27425603/?ref_=ttep_ep_20,FALSE,Cristin Milioti,Alice
259,13,21,Mother Author Laser Pointer,2023-05-14,2023,6.9,7,"Linda almost totally accidentally kidnaps a children’s book author. Meanwhile, the kids help Mr. Frond try to get his cat out of a tree in front of the school.",Chris Song,Lindsey Stoddart,0.72,22,4353800,Mother Author Laser Pointer,"Sun, May 14, 2023",Linda very nearly kidnaps a children's book author by accident; the Belcher kids try to help Mr. Frond get his cat out of a tree in front of the school.,6.8,604,"https://m.media-amazon.com/images/M/MV5BYzVjZWNhYzQtZWQzNi00OWYzLThhMjMtYmM0NjQ4NWVlYzRlXkEyXkFqcGc@._V1_QL75_UY281_CR21,0,500,281_.jpg",https://www.imdb.com/title/tt27440176/?ref_=ttep_ep_21,FALSE,NA,NA
260,13,22,Amelia,2023-05-21,2023,7.9,7,Louise takes a class assignment - and a few unhelpful comments by Wayne - very personally. And Bob hires a masseur-in-training to give Linda a massage for Mother's Day.,Matthew Long & Brian Loschiavo,Loren Bouchard,0.72,22,4353802,Amelia,"Sun, May 21, 2023",Louise takes a class assignment - and some unhelpful comments from Wayne - personally; Bob hires a masseur-in-training to massage Linda for Mother's Day.,9,1400,"https://m.media-amazon.com/images/M/MV5BOWM2ZTk3MDgtZGQ0Yy00MTVjLTk0MjUtYzMyZjc3Mjg5YzRiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt27440179/?ref_=ttep_ep_22,TRUE,Paul Reubens; Jackie Quinn,Pat; Benj
261,14,1,Fight at the Not Okay Chore-ral,2023-10-01,2023,6.1,8,"When Linda and Bob suggest the kids do chores, the family ends up in a showdown.",Bernard Derriman,Nora Smith,1.23,22,4441463,Fight at the Not Okay Chore-ral,"Sun, Oct 1, 2023",The Belchers end up in a showdown when Bob and Linda suggest the kids do chores.,6.8,701,"https://m.media-amazon.com/images/M/MV5BMzRiZDQ5NmYtYWRjNC00NWIwLWEwNGEtYTY5MWUxMmYwZmM3XkEyXkFqcGc@._V1_QL75_UY281_CR1,0,500,281_.jpg",https://www.imdb.com/title/tt26457875/?ref_=ttep_ep_1,FALSE,NA,NA
262,14,2,The Amazing Rudy,2023-10-08,2023,7.4,8,Rudy attends an important dinner. The Belchers make an important casserole.,Ryan Mattos,Lizzie Molyneux-Logelin & Wendy Molyneux,0.82,21,4650464,The Amazing Rudy,"Sun, Oct 8, 2023",Rudy attends an important dinner; the Belchers make a casserole.,9.1,1700,"https://m.media-amazon.com/images/M/MV5BYmRjOTdhY2YtZWMzMS00YjU0LTg5NDQtYTlmZWVmNGUxZDA5XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt29141866/?ref_=ttep_ep_2,FALSE,Sheryl Lee Ralph,Esmeralda
263,14,3,The Pickleorette,2023-10-22,2023,7.2,5,"Bob and Linda help Gretchen throw her sister's bachelorette party. Meanwhile, Tina forces Gene and Louise to play a board game they found on the street.",Chris Song,Steven Davis,0.78,22,4650462,The Pickleorette,"Sun, Oct 22, 2023",Bob and Linda help Gretchen throw her sister's bachelorette party; Tina forces Gene and Louise to play a board game they find on the street.,7.3,616,"https://m.media-amazon.com/images/M/MV5BYzkyMDM4YWMtOWZlNC00MDE3LWJmNjItNWZiZWM4M2IzNzk3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt29379938/?ref_=ttep_ep_3,FALSE,NA,NA
264,14,4,Running Down a Gene,2023-10-29,2023,7,6,"Gene tries to learn how to lucid dream in order to recover the world's most perfect song that he wrote while asleep. Meanwhile, Louise and Tina try to trap a cricket whose chirping is keeping Linda up at night.",Matthew Long,Holly Schlesinger,0.91,22,4650461,Running Down a Gene,"Sun, Oct 29, 2023",Gene tries to lucid dream so he can remember the perfect song he wrote in his sleep; Louise and Tina try to catch a cricket that's keeping Linda up at night with its chirping.,7.1,582,"https://m.media-amazon.com/images/M/MV5BNWFiZDlhNTMtYzE1Mi00ZDc3LTg2NTUtMmUxOWM0NWNjNjhmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt29379944/?ref_=ttep_ep_4,FALSE,NA,NA
265,14,5,Bully-ieve It or Not,2023-11-05,2023,8,6,"The Belcher kids learn a secret about Zeke's past, while Bob rekindles his feud with Jimmy Pesto.",Brian Loschiavo,Jon Schroeder,1.56,22,4650465,Bully-ieve It or Not,"Sun, Nov 5, 2023","The Belcher kids uncover a secret about Zeke's past, while Bob rekindles his feud with Jimmy Pesto.",7.3,608,"https://m.media-amazon.com/images/M/MV5BMGY2NGVkMGUtYzMwNi00YTE1LThjNGQtYjNiZTA5YTEyMDlkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt29387714/?ref_=ttep_ep_5,FALSE,NA,NA
266,14,6,Escape from Which Island?,2023-11-12,2023,7.5,4,"Mr. Fischoeder enlists Bob to be his personal chef for a glamping trip on his exclusive club's secret island. Meanwhile, Linda gives the kids a crash-course on cocktail party etiquette.",Chris Song,Rich Rinaldi,1.43,22,4650466,Escape from Which Island?,"Sun, Nov 12, 2023","Mr. Fischoeder enlists Bob to be his personal chef for a glamping trip on his exclusive club's secret island. Meanwhile, Linda gives the kids a crash-course on cocktail party etiquette.",7.5,615,"https://m.media-amazon.com/images/M/MV5BOWNlMzBjYTYtMWNmNy00ZWM3LThiNTUtNWZkYjYyZTQwOWJlXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt29622450/?ref_=ttep_ep_6,FALSE,NA,NA
267,14,7,The (Raccoon) King and I,2023-11-19,2023,7.7,6,"During a neighborhood block party, Linda makes a mistake that could threaten the life of her favorite alley raccoon.",Ryan Mattos,Scott Jacobson,0.86,21,4650467,The (Raccoon) King and I,"Sun, Nov 19, 2023",Linda makes a mistake during a neighborhood block party that could endanger the life of her favorite alley raccoon.,7.1,562,"https://m.media-amazon.com/images/M/MV5BNGIwMmJkZGUtM2EzNi00YjcxLTkxNDEtNmY3NjAxZGQ4MmRjXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,500,281_.jpg",https://www.imdb.com/title/tt29732135/?ref_=ttep_ep_7,FALSE,Julian Barratt; Retta,Ian; Animal Control Officer
268,14,8,"Wharf, Me Worry?",2023-11-26,2023,6.7,3,"During their special day at the wharf with Big Bob, the kids get into trouble with the Wharf's newest fortune-telling giant clam.",Matthew Long,Katie Crown,0.87,22,4650468,"Wharf, Me Worry?","Sun, Nov 26, 2023","The Belcher kids spend a special day with Big Bob at the Wharf, where they get into trouble with its new fortune-telling giant clam.",7.2,533,"https://m.media-amazon.com/images/M/MV5BMmE2YWQ2MDAtZmMwNi00MDk0LWI0NmItOWVmYmRjNWY2MGQ3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt29865867/?ref_=ttep_ep_8,FALSE,NA,NA
269,14,9,Fraud of the Dead: Zombie-docu-pocalypse,2023-12-03,2023,7.6,5,A documentary film profiling world class archer Louise Belcher is interrupted by unexpected visitors.,Brian Loschiavo,Jameel Saleem,1.3,22,4650469,Fraud of the Dead: Zombie-Docu-Pocalypse,"Sun, Dec 3, 2023",A documentary film profiling Louise as a world-class archer is interrupted by unexpected visitors.,8,697,"https://m.media-amazon.com/images/M/MV5BOWRhN2ZhYzEtNjRlZi00MjI3LWI4OTgtZjg0ZjA3YTlkZDNhXkEyXkFqcGc@._V1_QL75_UY281_CR3,0,500,281_.jpg",https://www.imdb.com/title/tt30028400/?ref_=ttep_ep_9,FALSE,NA,NA
270,14,10,The Nightmare 2 Days Before Christmas,2023-12-17,2023,7.7,3,"When the power goes out two days before Christmas, The Belchers must spend the holiday at Mr. Fischoeder's family's old hunting lodge.",Ryan Mattos,Lindsey Stoddart,1.5,21,4898493,The Nightmare 2 Days Before Christmas,"Sun, Dec 17, 2023",The Belchers are forced to spend Christmas at Mr. Fischoeder's old hunting lodge when the power goes out two days before the holiday.,7.7,581,"https://m.media-amazon.com/images/M/MV5BY2Y5NjFmOGUtZmM5OC00MmUyLWI1ZGEtMWQyYmZiY2RhMGUxXkEyXkFqcGc@._V1_QL75_UY281_CR8,0,500,281_.jpg",https://www.imdb.com/title/tt29804427/?ref_=ttep_ep_10,TRUE,Mike Ivy,Bernie the Electrician
271,14,11,Mission Impossi-Bob,2024-01-07,2024,7.9,7,"Teddy gets stuck in an underground survival bunker, and he calls on Bob to find him and get him out.",Chris Song,Steven Davis,0.98,22,4939490,Mission Impossi-Bob,"Sun, Jan 7, 2024",Teddy gets stuck in an underground survival bunker and calls on Bob to get him out.,7.5,560,"https://m.media-amazon.com/images/M/MV5BMWE5OWMwN2ItYTIwZS00MjI2LTgzZjItMWI0MWFjZmI5ZGJiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt30129655/?ref_=ttep_ep_11,FALSE,David Alan Grier,Harry
