magazine,year,month,volume,issue,location,title,author,note,start_page,page_count
Heavy Metal,2006,July,30,3,p.08-09,Galactic Geographic: Myhr Unveils IVMWindow To The Stars!,Karl Kofoed,NA,8,2
Heavy Metal,2006,July,30,3,p.11-14,Gallery: David Michael Beck,"""Gallery: David Michael Beck""",NA,11,4
Heavy Metal,2006,July,30,3,p.16-17,Dossier: All Hail Winsor McCay,Steven C. Ringgenberg,NA,16,2
Heavy Metal,2006,July,30,3,p.17,Dossier: Tom Strong's Terrific Tales,Steven C. Ringgenberg,NA,17,1
Heavy Metal,2006,July,30,3,p.17,Dossier: Long Live The Tortuga Twins!,Steven C. Ringgenberg,NA,17,1
Heavy Metal,2006,July,30,3,p.19-30,Mudwogs,Arthur Suydam,NA,19,12
Heavy Metal,2006,July,30,3,p.32-33,Book Fair,Jean-Pierre Autheman,NA,32,2
Heavy Metal,2006,July,30,3,"p.35-67,99-117",Borgia #2: Power And Incest,"Alejandro Jodorowsky andMaurilio ""Milo"" Manara",NA,35,52
Heavy Metal,2006,July,30,3,p.70-80,Shadow Walker,Paul Jenkins and RobPrior,NA,70,11
Heavy Metal,2006,July,30,3,p.82-89,Hybris,Luis Royo and Antonio Altarriba,NA,82,8
Heavy Metal,2006,July,30,3,p.92-98,The Ladies And The Knight,Marcelo Sosa,NA,92,7
Heavy Metal,2006,July,30,3,p.119-122,Artist's Studio:The Art Of Patrick Byers,"""Artist's Studio:The Art Of Patrick Byers""",NA,119,4
Heavy Metal,2006,July,30,3,Back Cover,NA,"""A Calling"" - Charli Siebert",NA,123,1
Heavy Metal,2006,September,30,4,Cover,NA,"Alessandro ""Alex Horley"" Orlandelli",NA,0,1
Heavy Metal,2006,September,30,4,p.04-05,Bound,Josh Bradigan,NA,4,2
Heavy Metal,2006,September,30,4,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2006,September,30,4,p.06,LettersTo The Editor: Tim Hildebrandt: 1939 - 2006,"""LettersTo The Editor: Tim Hildebrandt: 1939 - 2006""",NA,6,1
Heavy Metal,2006,September,30,4,p.08-09,Galactic Geographic:The Galactic Geographic Joins Forces With IVM Technologies To Advance InterstellarReal-Time Communications,Karl Kofoed,NA,8,2
Heavy Metal,2006,September,30,4,p.11-14,Gallery: AlexHorley,"""Gallery: AlexHorley""",NA,11,4
Heavy Metal,2006,September,30,4,p.16-17,"Dossier: Alex Toth Remembered: June 25, 1928 - May 27,2006",Steven C. Ringgenberg,NA,16,2
Heavy Metal,2006,September,30,4,p.19-26,Neurospace,"Antonio Javier ""Kapar""Capar and Vladimir Hernandez",NA,19,8
Heavy Metal,2006,September,30,4,p.27,Doubts,Jean-Pierre Autheman,NA,27,1
Heavy Metal,2006,September,30,4,p.28-33,Metallici & Miserabiles,Luis Royo,NA,28,6
Heavy Metal,2006,September,30,4,"p.35-61, 99",Starlight#1: The Road To Crime Is Paved With Lead,"117 - Giovanni Gualdoni, AlbertoPonticelli, and Davide Turotti",NA,35,28
Heavy Metal,2006,September,30,4,p.64-65,The Garden,Pamela Marie Pierceand Christopher Small,NA,64,2
Heavy Metal,2006,September,30,4,p.66-79,The Black Hole,Ferran Xalabarder,NA,66,14
Heavy Metal,2006,September,30,4,p.82-89,Piece By Piece,Stefano Cardoselli and Rita Gorgoni,NA,82,8
Heavy Metal,2006,September,30,4,p.92-95,The Rescue,Alfonso Azpiri,NA,92,4
Heavy Metal,2006,September,30,4,p.97,Pollution,Jean-Pierre Autheman,NA,97,1
Heavy Metal,2006,September,30,4,Back Cover,NA,"""ElvenPath""- Ron Leary Jr.",NA,98,1
Heavy Metal,2006,November,30,5,Cover,NA,"""Tar Pit"" - Lorenzo Sperlonga",NA,0,1
Heavy Metal,2006,November,30,5,p.04-05,Awaken,SkyeWolf,NA,4,2
Heavy Metal,2006,November,30,5,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2006,November,30,5,p.06,Letters To TheEditor,"""Letters To TheEditor""",NA,6,1
Heavy Metal,2006,November,30,5,p.08-09,Galactic Geographic: WO Starship Launches For FederationReunion,Karl Kofoed,NA,8,2
Heavy Metal,2006,November,30,5,p.11-14,Gallery: Gerardo Galindo,"""Gallery: Gerardo Galindo""",NA,11,4
Heavy Metal,2006,November,30,5,p.16-17,Dossier: Reprint Kings: Part One,"Steven C. Ringgenberg, Jack Kirby, LouFine, and Steve Ditko",NA,16,2
Heavy Metal,2006,November,30,5,p.17,"Dossier's Department Of Cool Stuff, Inc.",Steven C. Ringgenberg and Frank Frazetta,NA,17,1
Heavy Metal,2006,November,30,5,p.20-22,The Guru,Jean-PierreAutheman,NA,20,3
Heavy Metal,2006,November,30,5,p.23-30,Bloody Samurai,Stefano Cardoselli and Marco DellaVerde,NA,23,8
Heavy Metal,2006,November,30,5,"p.31-57, 100",Godkiller,"117 - Benot Delpine, Stan Manoukian,and Vince Roucher",NA,31,28
Heavy Metal,2006,November,30,5,p.60-67,Tony Danger: Those Were The Days: A Tribute ToAndy Sidaris,Iaki Gonzalez Holgado,NA,60,8
Heavy Metal,2006,November,30,5,p.70-77,Lagash,Songgu Kwon,NA,70,8
Heavy Metal,2006,November,30,5,p.80-87,Tony Danger - Those Were The Days,Iaki Gonzalez Holgado,NA,80,8
Heavy Metal,2006,November,30,5,p.89-95,Dioptria,Luis Royo and Antonio Altarriba,NA,89,7
Heavy Metal,2006,November,30,5,p.97-99,At BottomOf Eyes,Giorgio Pontrelli and Lorenzo Bartoli,NA,97,3
Heavy Metal,2006,November,30,5,p.119-122,Artist'sStudio: The Art Of Baron von Lind,"""Artist'sStudio: The Art Of Baron von Lind""",NA,119,4
Heavy Metal,2007,January,30,6,Cover,NA,Claudio Aboy,NA,0,1
Heavy Metal,2007,January,30,6,p.04-05,Illustration,Bane,NA,4,2
Heavy Metal,2007,January,30,6,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2007,January,30,6,p.06,Letters To The Editor,"""Letters To The Editor""",NA,6,1
Heavy Metal,2007,January,30,6,p.08-09,Galactic Geographic: Gallery: Colossus Of The Noron,Karl Kofoed,NA,8,2
Heavy Metal,2007,January,30,6,p.11-14,Gallery: Chris Spollen,Polina Soshkina,NA,11,4
Heavy Metal,2007,January,30,6,p.16-17,Dossier:The Astounding Memoirs Of The King Of All Creatures,Steven C. Ringgenberg,NA,16,2
Heavy Metal,2007,January,30,6,p.17,"Dossier's Department Of Cool Stuff, Inc.: Mark Schultz: Various Drawings:Volume 2",Steven C. Ringgenberg,NA,17,1
Heavy Metal,2007,January,30,6,p.20-25,Joe In The Future: TheReminder Droid,"Horatio Weisfeld, Peter Koch, Trevor Von Eeden, and Icon ArtAnd Design",NA,20,6
Heavy Metal,2007,January,30,6,"p.28-51, 97",Magika #3,"118 - Franck Tacito, Fabrice Angleraud,and Nicolas Gunet",NA,28,25
Heavy Metal,2007,January,30,6,p.53-55,Heavy Metal At The San Diego Comic-Con,"""Heavy Metal At The San Diego Comic-Con""",NA,53,3
Heavy Metal,2007,January,30,6,p.58-65,Wildflower: Over The Hills And Far Away...,Billy Martinez,NA,58,8
Heavy Metal,2007,January,30,6,p.68-77,A Deadly Mission,Bernd Frenz and Oliver Ferreira,NA,68,10
Heavy Metal,2007,January,30,6,p.79-88,Pherone: Episode 1,Patrick Baggatta and Viktor Kalvachev,NA,79,10
Heavy Metal,2007,January,30,6,p.90-93,Stickboy,Eddie Wilson,NA,90,4
Heavy Metal,2007,January,30,6,p.119-122,Artist's Studio: The Art Of Jeff Pittarelli,"""Artist's Studio: The Art Of Jeff Pittarelli""",NA,119,4
Heavy Metal,2007,March,31,1,Cover,NA,"""Luthien"" - Max Bertolini",NA,0,1
Heavy Metal,2007,March,31,1,p.04-05,Dragon Tail,V. Shane,NA,4,2
Heavy Metal,2007,March,31,1,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2007,March,31,1,p.06,Letters To TheEditor,"""Letters To TheEditor""",NA,6,1
Heavy Metal,2007,March,31,1,p.08-09,Galactic Geographic: Living Underwater With The Noron,Karl Kofoed,NA,8,2
Heavy Metal,2007,March,31,1,p.13-16,Gallery: Tess Fowler,"""Gallery: Tess Fowler""",NA,13,4
Heavy Metal,2007,March,31,1,p.18,Dossier: MagnusThe Magnificent,Steven C. Ringgenberg and Russ Manning,NA,18,1
Heavy Metal,2007,March,31,1,p.19,Dossier:James Bama: American Realist,Steven C. Ringgenberg,NA,19,1
Heavy Metal,2007,March,31,1,p.21-26,Inferno,Alfonso Azpiri,NA,21,6
Heavy Metal,2007,March,31,1,p.28-35,The Sea And Me,Raul Trevino,NA,28,8
Heavy Metal,2007,March,31,1,"p.37-61,98-118",Regulator #3: Ophidia,"ric Corbeyran, ric Moreno, and Marc Moreno",NA,37,46
Heavy Metal,2007,March,31,1,p.64-75,A Tale Of Argstein: Forbidden Parts,"Eckart Breitschuh, JosefRother, and Manuel Clavel",NA,64,12
Heavy Metal,2007,March,31,1,p.78-81,Sataka,Luis Royo,NA,78,4
Heavy Metal,2007,March,31,1,p.84-86,Leonardo,Felix Vega,NA,84,3
Heavy Metal,2007,March,31,1,p.87-96,Pherone: Episode 2: The Goat's Head,Patrick Baggatta and Viktor Kalvachev,NA,87,10
Heavy Metal,2007,March,31,1,p.119-122,Artist's Studio: TheArt Of Michael Calandra,"""Artist's Studio: TheArt Of Michael Calandra""",NA,119,4
Heavy Metal,2007,March,31,1,Back Cover,NA,"""Siren"" - James Conrad Auld",NA,123,1
Heavy Metal,2007,May,31,2,Cover,NA,"""Alfa"" - Julie Bell",NA,0,1
Heavy Metal,2007,May,31,2,p.04-05,Girl & Beastie,I. D. Peterson,NA,4,2
Heavy Metal,2007,May,31,2,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2007,May,31,2,p.06,Letters ToThe Editor,"""Letters ToThe Editor""",NA,6,1
Heavy Metal,2007,May,31,2,p.08-09,Galactic Geographic: Playing Tag With A Neutron Star,Karl Kofoed,NA,8,2
Heavy Metal,2007,May,31,2,p.11-14,A Gallery: Steven MnMoorn,"""A Gallery: Steven MnMoorn""",NA,11,4
Heavy Metal,2007,May,31,2,p.16-17,Dossier:Brinke Stevens: Accidental Scream Queen,Steven C. Ringgenberg,NA,16,2
Heavy Metal,2007,May,31,2,p.16,Dossier: Majestika: The Art Of Monte Moore,Steven C. Ringgenberg,NA,16,1
Heavy Metal,2007,May,31,2,p.17,Dossier: Bad Girls,Steven C. Ringgenberg,NA,17,1
Heavy Metal,2007,May,31,2,p.20-31,Like A Machine,Eddie Sharam and Raven Gregory,NA,20,12
Heavy Metal,2007,May,31,2,"p.33-52, 97",Requiem: Dragon Blitz,124 - Pat Mills and Olivier Ledroit,NA,33,21
Heavy Metal,2007,May,31,2,p.54-60,The Vampire Dreams,RobertWenzl and Josef Rother,NA,54,7
Heavy Metal,2007,May,31,2,p.62-71,Pherone: Episode 3: The Green River,Patrick Baggatta and Viktor Kalvachev,NA,62,10
Heavy Metal,2007,May,31,2,p.74-79,Family Man,"Matthew Somers,Henry Martinez, Daniel Rivera, M. Anthony DeLepine, Bill Maus, and RobertV. Conte",NA,74,6
Heavy Metal,2007,May,31,2,p.82-84,Inclination: Ophlie,Jean-Pierre Autheman,NA,82,3
Heavy Metal,2007,May,31,2,p.86-93,Anemia,Tony Saudoval,NA,86,8
Heavy Metal,2007,May,31,2,p.95-96,Metallici And The Miserables,Luis Royo,NA,95,2
Heavy Metal,2007,May,31,2,p.127-130,Artist's Studio: The Art Of Duncan Gutteridge,"""Artist's Studio: The Art Of Duncan Gutteridge""",NA,127,4
Heavy Metal,2007,July,NA,3,Cover,NA,"""Into The Fog"" - Lorenzo Sperlonga",NA,0,1
Heavy Metal,2007,July,NA,3,p.04-05,Amazon,Simon Lissaman,NA,4,2
Heavy Metal,2007,July,NA,3,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2007,July,NA,3,p.06,LettersTo The Editor,"""LettersTo The Editor""",NA,6,1
Heavy Metal,2007,July,NA,3,p.08-09,Galactic Geographic: Aquatic Space Colony,Karl Kofoed,NA,8,2
Heavy Metal,2007,July,NA,3,p.11-14,Gallery: Malachi Maloney,Chris Cunico,NA,11,4
Heavy Metal,2007,July,NA,3,p.16,Dossier: Exploring Kiddography,Steven C. Ringgenberg and Tom Kidd,NA,16,1
Heavy Metal,2007,July,NA,3,p.17,Dossier: EC Archives: The Return Of The Comics Too Good To Die,"StevenC. Ringgenberg, Al Feldstein, and Wally Wood",NA,17,1
Heavy Metal,2007,July,NA,3,p.17,Dossier: Harry Robbins'Dinosaur Alphabet,Steven C. Ringgenberg,NA,17,1
Heavy Metal,2007,July,NA,3,p.19-25,Dome: Royo MeetsMichelangelo,Luis Royo and Rmulo Royo,NA,19,7
Heavy Metal,2007,July,NA,3,p.27-41,Boy Zero,"CharlesCohen, Robert Misiorowski, Quinn Tetterton, and Robert ""robertvalley.com"" Valley",NA,27,15
Heavy Metal,2007,July,NA,3,"p.42-54,90-117",Boy Zero: Part 2: Good Enough To Eat,"Charles Cohen,Robert Misiorowski, Quinn Tetterton, and Robert ""robertvalley.com"" Valley",NA,42,41
Heavy Metal,2007,July,NA,3,p.55-62,Mudwogs,Arthur Suydam,NA,55,8
Heavy Metal,2007,July,NA,3,p.64-71,The Ride,"Igor Fiorentini,Marco Polenta, and Matthew Isom",NA,64,8
Heavy Metal,2007,July,NA,3,p.74-82,The Ballad Of Parnaval,DamascusMincemeyer,NA,74,9
Heavy Metal,2007,July,NA,3,p.84-87,Bedbugs,Miguel Guerra,NA,84,4
Heavy Metal,2007,July,NA,3,p.119-122,ArtistsStudio: The Art Of Timothy Poole,"""ArtistsStudio: The Art Of Timothy Poole""",NA,119,4
Heavy Metal,2007,July,NA,3,Back Cover,NA,"""Caution"" - Eric Erdek",NA,123,1
Heavy Metal,2007,September,NA,4,Cover,NA,"""Eclipse"" - Michael Calandra",NA,0,1
Heavy Metal,2007,September,NA,4,p.04-05,Centaur,IakiGonzalez Ormaetxea,NA,4,2
Heavy Metal,2007,September,NA,4,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2007,September,NA,4,p.08-09,Galactic Geographic: IVM Technology YieldsStunning Bonus: Temporal Imaging,Karl Kofoed,NA,8,2
Heavy Metal,2007,September,NA,4,p.11-14,Gallery: FrederickPotter,"""Gallery: FrederickPotter""",NA,11,4
Heavy Metal,2007,September,NA,4,p.16,Dossier: Franklin Booth Revisited,Steven C. Ringgenberg,NA,16,1
Heavy Metal,2007,September,NA,4,p.16,Dossier: Ultra Violet: Sounds For The Future,Steven C.Ringgenberg,NA,16,1
Heavy Metal,2007,September,NA,4,p.16,Dossier: Corrections,Steven C. Ringgenberg,NA,16,1
Heavy Metal,2007,September,NA,4,p.17,"Dossier: Star Trek's Scotty Beamed Into Eternity: James Doohan: March 3,1920 - July 20, 2005",Steven C. Ringgenberg,NA,17,1
Heavy Metal,2007,September,NA,4,p.17,"Dossier: The Best Tarzan!:Farewell To Gordon Scott: August 3, 1927 - April 30, 2007",Steven C. Ringgenberg,NA,17,1
Heavy Metal,2007,September,NA,4,p.19-29,The Lone Lizard: Hang Um' When They're High..,MarkBod and Bill Fitts,NA,19,11
Heavy Metal,2007,September,NA,4,"p.30-57, 97",The Golden Age: The Book Of Xell,118 - Richard Kane Ferguson,NA,30,29
Heavy Metal,2007,September,NA,4,p.59-65,Fragments From The Encyclopedia Of Dolphins:Good Bye,"Miguelanxo ""Miguel Angel"" Prado",NA,59,7
Heavy Metal,2007,September,NA,4,p.67-73,Genesis Reborn,Ferran Xalabarder,NA,67,7
Heavy Metal,2007,September,NA,4,p.76-81,He Only Rides By Night,Josef Rotherand Adrin Sibar,NA,76,6
Heavy Metal,2007,September,NA,4,p.84-87,Deep Of The Forbidden,Steven MnMoorn,NA,84,4
Heavy Metal,2007,September,NA,4,p.89-96,Mudwogs,Arthur Suydam,NA,89,8
Heavy Metal,2007,September,NA,4,p.119-122,Artist's Studio: Berin D.Uriegas,"""Artist's Studio: Berin D.Uriegas""",NA,119,4
Heavy Metal,2007,November,NA,5,Cover,NA,"""The Dancer Of Pain 2"" - Luis Royo",NA,0,1
Heavy Metal,2007,November,NA,5,p.04-05,Illustration,Justin Murray,NA,4,2
Heavy Metal,2007,November,NA,5,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2007,November,NA,5,p.08,Dossier: Pinks: A Wild Ride Indeed!,StevenC. Ringgenberg,NA,8,1
Heavy Metal,2007,November,NA,5,p.09,Dossier: The Ghost Who Walks Lives!,Steven C.Ringgenberg,NA,9,1
Heavy Metal,2007,November,NA,5,p.09,Dossier: Conan The Collectible,Steven C. Ringgenberg,NA,9,1
Heavy Metal,2007,November,NA,5,p.16-17,Galactic Geographic:Largest Tsailerol Starship Prepares For Maiden Flight,Karl Kofoed,NA,16,2
Heavy Metal,2007,November,NA,5,p.19-26,Gothic Megatherion,Rita Gorgoni and Stefano Cardoselli,NA,19,8
Heavy Metal,2007,November,NA,5,p.28-33,Perennials,"Scott Purcell, Martin Montiel, and Jack Purcell",NA,28,6
Heavy Metal,2007,November,NA,5,"p.36-61,96-117",Pherone,Viktor Kalvachev and Jim Sink,NA,36,48
Heavy Metal,2007,November,NA,5,p.64-68,Opening Day,Steven Rupp,NA,64,5
Heavy Metal,2007,November,NA,5,p.70-79,The Face Of Death: A Routine Job,Stephen L. Sternand David Bircham,NA,70,10
Heavy Metal,2007,November,NA,5,p.82-89,Shattered Memories,Ricardo Gonzlez Llarenaand Axel Medellin Machain,NA,82,8
Heavy Metal,2007,November,NA,5,p.92,Tarot Cards: The Moon,Julie Bell,NA,92,1
Heavy Metal,2007,November,NA,5,p.93,Tarot Cards: Death,Boris Vallejo,NA,93,1
Heavy Metal,2007,November,NA,5,p.94,Tarot Cards: TheQueen Of Swords,David Palumbo,NA,94,1
Heavy Metal,2007,November,NA,5,p.119-122,Artist's Studio: JenniferGheduzzi,"""Artist's Studio: JenniferGheduzzi""",NA,119,4
Heavy Metal,2007,November,NA,5,Back Cover,NA,Recondo and Patrick Leis,NA,123,1
Heavy Metal,2008,January,31,6,Cover,NA,"""Soul Harvest"" - Tom Fleming",NA,0,1
Heavy Metal,2008,January,31,6,p.04-05,Last Chance,JeffCrosby,NA,4,2
Heavy Metal,2008,January,31,6,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2008,January,31,6,p.06,LettersTo The Editor,"""LettersTo The Editor""",NA,6,1
Heavy Metal,2008,January,31,6,p.08-09,Dossier: Steve Rude Breaks Out!,Steven C. Ringgenberg,NA,8,2
Heavy Metal,2008,January,31,6,p.16,Tarot Cards: WheelOf Change,Julie Bell,NA,16,1
Heavy Metal,2008,January,31,6,p.17,Tarot Cards: The Four Of Swords,DavidPalumbo,NA,17,1
Heavy Metal,2008,January,31,6,p.18,Tarot Cards: Queen Of Wands,Boris Vallejo,NA,18,1
Heavy Metal,2008,January,31,6,p.20-21,Galactic Geographic: Night Of The Red Sun,Karl Kofoed,NA,20,2
Heavy Metal,2008,January,31,6,"p.22-58, 93",Hell,117- Paolo Eleuteri Serpieri and Jean Dufaux,NA,22,38
Heavy Metal,2008,January,31,6,p.62-67,Friends,Davide Furno and Paolo Armitano,NA,62,6
Heavy Metal,2008,January,31,6,p.70-77,Intergalactic,Matt Olson,NA,70,8
Heavy Metal,2008,January,31,6,p.80-84,Iris: A Day At The Park,Laura Spianelli and Niccolo Storai,NA,80,5
Heavy Metal,2008,January,31,6,p.88-91,Sataka,Luis Royo,NA,88,4
Heavy Metal,2008,January,31,6,p.119-122,Artist Studio: Bane,"""Artist Studio: Bane""",NA,119,4
Heavy Metal,2008,March,32,1,Cover,NA,"""Alanna"" - Max Bertolini",NA,0,1
Heavy Metal,2008,March,32,1,p.04-05,Mermaid Isle,IdaMary Walker Larsen,NA,4,2
Heavy Metal,2008,March,32,1,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2008,March,32,1,p.06,LettersTo The Editor,"David ""Lostboy"" Cail and Kevin Eastman",NA,6,1
Heavy Metal,2008,March,32,1,p.08-09,Galactic Geographic: Life In The Void: Revisited?,Karl Kofoed,NA,8,2
Heavy Metal,2008,March,32,1,p.16-17,Dossier: Michael Golden Interview,Steven C. Ringgenberg,NA,16,2
Heavy Metal,2008,March,32,1,p.19,Tarot Cards: The Emperor,Julie Bell,NA,19,1
Heavy Metal,2008,March,32,1,p.20,Tarot Cards: Two Of Swords,Anthony Palumbo,NA,20,1
Heavy Metal,2008,March,32,1,p.21,Tarot Cards:Four Of Pentacles,Boris Vallejo,NA,21,1
Heavy Metal,2008,March,32,1,p.23-29,Dead Meat,Clayton McCormack,NA,23,7
Heavy Metal,2008,March,32,1,"p.33-65,91-117",Lola Cordova,Arthur Qwak,NA,33,60
Heavy Metal,2008,March,32,1,p.68-76,Colt TheOutlander: Wanted Dead Or Alive,Robert C. Aradio and Dominic Aradio Jr.,NA,68,9
Heavy Metal,2008,March,32,1,p.80-87,A Dark Inheritance,Valentina Principe,NA,80,8
Heavy Metal,2008,March,32,1,p.119-122,Artist Studio: Lorenzo Di Mauro,"""Artist Studio: Lorenzo Di Mauro""",NA,119,4
Heavy Metal,2008,May,32,3,Cover,NA,"""The Last Letter"" - LorenzoSperlonga",NA,0,1
Heavy Metal,2008,May,32,3,p.04-05,The Warrior,Brett Farr,NA,4,2
Heavy Metal,2008,May,32,3,p.06,Publisher'sNote,Kevin Eastman,NA,6,1
Heavy Metal,2008,May,32,3,p.06,Letters To The Editor,"""Letters To The Editor""",NA,6,1
Heavy Metal,2008,May,32,3,p.08-09,GalacticGeographic: Maximum Security,Karl Kofoed,NA,8,2
Heavy Metal,2008,May,32,3,p.11-14,Gallery: MonteMoore,"""Gallery: MonteMoore""",NA,11,4
Heavy Metal,2008,May,32,3,p.16-17,Dossier: Visualizing The Future: An Interview With SydMead,Steven C. Ringgenberg,NA,16,2
Heavy Metal,2008,May,32,3,p.17,Dossier: Sight Unseen Brings TerrorTo Light,Steven C. Ringgenberg,NA,17,1
Heavy Metal,2008,May,32,3,p.19,Tarot Cards: Seven Of Cups,JulieBell,NA,19,1
Heavy Metal,2008,May,32,3,p.20,Tarot Cards: Queen Of Pentacles,Anthony Palumbo,NA,20,1
Heavy Metal,2008,May,32,3,p.21,Tarot Cards: The Hermit,David Palumbo,NA,21,1
Heavy Metal,2008,May,32,3,p.24-29,The Head,KostasKiriakakis,NA,24,6
Heavy Metal,2008,May,32,3,"p.31-57, 96",Requiem: Hellfire Club,"116 - Pat Mills, OlivierLedroit, and Jacques Collin",NA,31,28
Heavy Metal,2008,May,32,3,p.58-65,Lithium Fall,Laura Spianelliand Alessio Landi,NA,58,8
Heavy Metal,2008,May,32,3,p.68-79,The Chinese,Ferran Xalabarder and ValentinRamon,NA,68,12
Heavy Metal,2008,May,32,3,p.82-89,The White Serpent,Raulo Caceres,NA,82,8
Heavy Metal,2008,May,32,3,p.90-92,ChuckTh' Rabid Dog!,Bobby Conte and Billy Maus,NA,90,3
Heavy Metal,2008,May,32,3,p.119-122,Artist Studio:Shiflett Bros. Originals,"""Artist Studio:Shiflett Bros. Originals""",NA,119,4
Heavy Metal,2008,May,32,3,Back Cover,NA,"""Smash"" - Steve Ellis",NA,123,1
Heavy Metal,2008,July,32,4,Cover,NA,Koveck,NA,0,1
Heavy Metal,2008,July,32,4,p.04-05,Illustration,Andres Carballo,NA,4,2
Heavy Metal,2008,July,32,4,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2008,July,32,4,p.08-09,Galactic Geographic's WondersOf The Universe,Karl Kofoed,NA,8,2
Heavy Metal,2008,July,32,4,p.11-14,Gallery: Jota Leal,"""Gallery: Jota Leal""",NA,11,4
Heavy Metal,2008,July,32,4,p.16,Tarot Cards: The Devil,Julie Bell,NA,16,1
Heavy Metal,2008,July,32,4,p.17,Tarot Cards: Prince Of Swords,Anthony Palumbo,NA,17,1
Heavy Metal,2008,July,32,4,p.18,Tarot Cards: Nine Of Wands,Boris Vallejo,NA,18,1
Heavy Metal,2008,July,32,4,p.20-21,Dossier: A Class Act Fades Into History: Dave Stevens,StevenC. Ringgenberg,NA,20,2
Heavy Metal,2008,July,32,4,p.24-27,My Adventures In Hells Kitchen,Philip J. Cohen,NA,24,4
Heavy Metal,2008,July,32,4,p.29-33,Serum 39,Benjamin Dickson and James McKay,NA,29,5
Heavy Metal,2008,July,32,4,"p.36-69,95-118",Rage,Nicolas Tackian and Lim Kwang Mook,NA,36,58
Heavy Metal,2008,July,32,4,p.72-83,The Invasion,Alejandro Jodorowsky and Igor Baranko,NA,72,12
Heavy Metal,2008,July,32,4,p.86,Marathon Man,"Jean-MarieBigard, Jackillu, Jean-Nol Gou, and Atroy",NA,86,1
Heavy Metal,2008,July,32,4,p.90-93,Fragments Of TheEncyclopedia Of Dolphins: Oil,Miguelanxo Prado,NA,90,4
Heavy Metal,2008,July,32,4,p.119-122,Artist Studio:Tom Fleming,"""Artist Studio:Tom Fleming""",NA,119,4
Heavy Metal,2008,July,32,4,Back Cover,NA,"""Drakaina"" - Gina King",NA,123,1
Heavy Metal,2008,September,32,6,Cover,NA,Simon Bisley,NA,0,1
Heavy Metal,2008,September,32,6,Cover,NA,Nathan Fox and Jeromy Cox,NA,0,1
Heavy Metal,2008,September,32,6,p.04-05,Bardot,John McGlynn,NA,4,2
Heavy Metal,2008,September,32,6,p.06,Publisher's Note,Kevin Eastman,NA,6,1
Heavy Metal,2008,September,32,6,p.08-09,Dossier: Alex Raymond:Cast A Giant Shadow,Steven C. Ringgenberg,NA,8,2
Heavy Metal,2008,September,32,6,p.09,"Dossier: Will Elder:Sept. 22, 1921 - May 14, 2008",Steven C. Ringgenberg,NA,9,1
Heavy Metal,2008,September,32,6,p.09,Dossier:Ruben Martinez - The Afterlife,Steven C. Ringgenberg,NA,9,1
Heavy Metal,2008,September,32,6,p.12-15,Gallery:A Knight At The Opera,Manolis Vamvounis and Yoshitaka Amano,NA,12,4
Heavy Metal,2008,September,32,6,p.17,TarotCards: The Empress,Boris Vallejo,NA,17,1
Heavy Metal,2008,September,32,6,p.18,Tarot Cards: The Star,Anthony Palumbo,NA,18,1
Heavy Metal,2008,September,32,6,p.19,Tarot Cards: Knight Of Cups,David Palumbo,NA,19,1
Heavy Metal,2008,September,32,6,p.20-25,Heimdal,Flix Vega,NA,20,6
Heavy Metal,2008,September,32,6,"p.28-51, 95",Fluorescent Black: PartOne: The Cost Of Living,"118 - Matt F. Wilson, Nathan Fox, and Jeromy Cox",NA,28,25
Heavy Metal,2008,September,32,6,p.53-56,Esurience,Zoltn Korcsok,NA,53,4
Heavy Metal,2008,September,32,6,p.58-65,Zen: Intergalactic Ninja:Alien Vs. Demon: Part 1,"Steve Stern, Joel Orbeta, Frank Forte, and Robert V.Conte",NA,58,8
Heavy Metal,2008,September,32,6,p.68-71,Sataka,Luis Royo,NA,68,4
Heavy Metal,2008,September,32,6,p.74-79,Rabizus Reich,LevinKurio and Klaus Scherwinski,NA,74,6
Heavy Metal,2008,September,32,6,p.82-91,Colt The Outlander: Fireball 57,"Robert C. Aradio, Dominic Aradio Jr., and Dante Giovanni",NA,82,10
Heavy Metal,2008,September,32,6,p.92,Colt TheOutlander: Fireball 57 Pinup Girl,Robert C. Aradio,NA,92,1
Heavy Metal,2008,September,32,6,p.119-122,ArtistStudio: Tariq Raheem,"""ArtistStudio: Tariq Raheem""",NA,119,4
Heavy Metal,2008,September,32,6,Back Cover,NA,"""Lament"" - Bane",NA,123,1
Heavy Metal,2008,September,32,6,Back Cover,NA,Nathan Fox and Jeromy Cox,NA,123,1
Heavy Metal,2008,November,32,7,Cover,NA,James Ryman,NA,0,1
